customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_group,monthly_charge_band,estimated_CLV
7980-MHFLQ,Female,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.90,1859.20,No,0,"49+ Months","Low charge",1792.80
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",84.85,3303.05,Yes,1,"25-48 Months","High charge",3394.00
3415-TAILE,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",65.70,134.35,Yes,1,"0-12 Months","Medium charge",131.40
0757-WCUUZ,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"Two year",No,"Credit card (automatic)",63.35,3409.10,No,0,"49+ Months","Medium charge",3420.90
1629-DQQVB,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",50.10,709.50,No,0,"13-24 Months","Medium charge",701.40
1915-IOFGU,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.50,70.50,Yes,1,"0-12 Months","High charge",70.50
3045-XETSH,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",94.85,953.45,Yes,1,"0-12 Months","High charge",948.50
0374-AACSZ,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",50.15,50.15,No,0,"0-12 Months","Medium charge",50.15
7239-HZZCX,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.75,19.75,Yes,1,"0-12 Months","Low charge",19.75
4872-VXRIL,Male,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",64.65,3665.55,No,0,"49+ Months","Medium charge",3620.40
9140-CZQZZ,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",79.60,5515.80,No,0,"49+ Months","High charge",5412.80
3423-HHXAO,Female,0,Yes,Yes,14,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.50,272.00,No,0,"13-24 Months","Low charge",273.00
9938-TKDGL,Male,0,Yes,Yes,68,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",99.55,6668.00,No,0,"49+ Months","High charge",6769.40
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.00,4052.40,No,0,"49+ Months","High charge",4070.00
6537-QLGEX,Female,0,No,No,16,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",38.90,664.40,No,0,"13-24 Months","Medium charge",622.40
2688-BHGOG,Male,1,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.55,718.55,No,0,"0-12 Months","High charge",715.95
7683-CBDKJ,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",65.45,937.60,Yes,1,"13-24 Months","Medium charge",916.30
0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.70,5812.60,Yes,1,"49+ Months","High charge",5724.60
3160-TYXLT,Male,0,No,No,53,No,"No phone service",DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",46.30,2546.85,No,0,"49+ Months","Medium charge",2453.90
1325-USMEC,Male,0,Yes,No,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"Two year",Yes,"Credit card (automatic)",99.35,6944.50,No,0,"49+ Months","High charge",6954.50
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.80,1346.30,No,0,"13-24 Months","High charge",1341.20
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,"One year",Yes,"Bank transfer (automatic)",67.50,1544.05,Yes,1,"13-24 Months","Medium charge",1485.00
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",78.15,765.15,No,0,"0-12 Months","High charge",781.50
6199-IPCAO,Female,0,Yes,Yes,29,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",26.10,692.55,No,0,"25-48 Months","Low charge",756.90
7665-TOALD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.60,69.60,Yes,1,"0-12 Months","Medium charge",69.60
0112-QWPNC,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",84.35,4059.35,Yes,1,"49+ Months","High charge",4133.15
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.20,6851.65,Yes,1,"49+ Months","High charge",6813.60
2777-PHDEI,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",78.05,78.05,Yes,1,"0-12 Months","High charge",78.05
5640-CAXOA,Female,0,No,No,30,No,"No phone service",DSL,No,No,No,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",40.35,1187.05,No,0,"25-48 Months","Medium charge",1210.50
2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Credit card (automatic)",79.20,5401.90,No,0,"49+ Months","High charge",5702.40
3847-BAERP,Female,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.90,247.00,No,0,"0-12 Months","Low charge",209.00
1196-AMORA,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",73.60,520.00,Yes,1,"0-12 Months","High charge",515.20
4282-YMKNA,Female,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.75,706.60,Yes,1,"0-12 Months","High charge",672.75
1453-RZFON,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",49.90,49.90,No,0,"0-12 Months","Medium charge",49.90
8263-OKETD,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",68.90,1370.35,No,0,"13-24 Months","Medium charge",1378.00
0670-KDOMA,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.25,20.25,No,0,"0-12 Months","Low charge",20.25
2476-YGEFM,Female,0,No,No,29,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",76.00,2215.25,No,0,"25-48 Months","High charge",2204.00
8687-BAFGU,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",74.00,74.00,No,0,"0-12 Months","High charge",74.00
0641-EVBOJ,Male,0,No,No,3,Yes,No,"Fiber optic",Yes,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",82.30,214.40,No,0,"0-12 Months","High charge",246.90
0829-XXPLX,Female,0,No,No,20,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",89.40,1871.15,No,0,"13-24 Months","High charge",1788.00
9974-JFBHQ,Male,0,No,Yes,64,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.15,6171.20,No,0,"49+ Months","High charge",6345.60
5356-RHIPP,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.20,20.20,Yes,1,"0-12 Months","Low charge",20.20
6624-JDRDS,Female,0,No,No,6,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",29.45,161.45,No,0,"0-12 Months","Low charge",176.70
0608-JDVEC,Male,0,Yes,No,50,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Electronic check",19.80,1013.20,No,0,"49+ Months","Low charge",990.00
9780-FKVVF,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",59.15,336.70,No,0,"0-12 Months","Medium charge",354.90
1919-RTPQD,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",44.75,333.65,No,0,"0-12 Months","Medium charge",313.25
5214-NLTIT,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,"Two year",Yes,"Credit card (automatic)",90.80,6511.80,No,0,"49+ Months","High charge",6537.60
3345-PBBFH,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",49.55,393.45,No,0,"0-12 Months","Medium charge",396.40
5055-BRMNE,Female,0,Yes,Yes,67,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",106.70,7009.50,No,0,"49+ Months","High charge",7148.90
9189-JWSHV,Female,1,Yes,No,24,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.55,2264.05,Yes,1,"13-24 Months","High charge",2245.20
2190-PHBHR,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,"Two year",Yes,"Credit card (automatic)",94.45,6921.70,No,0,"49+ Months","High charge",6800.40
2650-GYRYL,Male,0,Yes,Yes,33,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",19.45,600.25,No,0,"25-48 Months","Low charge",641.85
0746-JTRFU,Male,0,No,No,2,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",25.05,56.35,Yes,1,"0-12 Months","Low charge",50.10
5208-FVQKB,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,"Two year",No,"Mailed check",67.95,4664.15,No,0,"49+ Months","Medium charge",4756.50
7184-LRUUR,Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,"One year",No,"Bank transfer (automatic)",65.25,1441.80,No,0,"13-24 Months","Medium charge",1435.50
6627-CFOSN,Female,0,No,No,59,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",99.45,5623.70,No,0,"49+ Months","High charge",5867.55
3982-JGSFD,Male,0,No,No,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.35,695.85,No,0,"25-48 Months","Low charge",732.60
1574-DYCWE,Female,0,Yes,Yes,51,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.95,1028.75,No,0,"49+ Months","Low charge",1017.45
7247-XOZPB,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,"One year",No,"Bank transfer (automatic)",77.40,4155.95,No,0,"49+ Months","High charge",4102.20
2466-FCCPT,Female,0,Yes,Yes,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.70,395.60,No,0,"13-24 Months","Low charge",394.00
6211-WWLTF,Male,0,Yes,No,63,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",99.70,6330.40,No,0,"49+ Months","High charge",6281.10
4826-TZEVA,Female,0,No,No,40,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Credit card (automatic)",74.80,2971.70,No,0,"25-48 Months","High charge",2992.00
6016-NXBNJ,Male,0,No,No,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.15,638.00,No,0,"25-48 Months","Low charge",670.25
9138-EFSMO,Male,0,Yes,Yes,26,Yes,No,"Fiber optic",No,No,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",78.95,2034.25,No,0,"25-48 Months","High charge",2052.70
0576-WNXXC,Male,1,Yes,No,27,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",95.55,2510.20,Yes,1,"25-48 Months","High charge",2579.85
4632-XJMEX,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Credit card (automatic)",62.85,3419.50,No,0,"49+ Months","Medium charge",3331.05
8910-LEDAG,Male,1,Yes,No,34,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",71.55,2427.35,No,0,"25-48 Months","High charge",2432.70
3452-GWUIN,Female,1,Yes,No,19,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.95,1760.25,No,0,"13-24 Months","High charge",1804.05
2716-GFZOR,Male,0,Yes,No,43,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",86.10,3551.65,No,0,"25-48 Months","High charge",3702.30
3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,122.90,No,0,"0-12 Months","Low charge",117.30
8626-XHBIE,Male,0,No,Yes,56,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.80,1424.20,No,0,"49+ Months","Low charge",1388.80
4628-CTTLA,Male,0,No,No,57,No,"No phone service",DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",39.30,2111.45,Yes,1,"49+ Months","Medium charge",2240.10
3192-LNKRK,Male,0,Yes,Yes,34,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Mailed check",84.05,2909.95,No,0,"25-48 Months","High charge",2857.70
4439-YRNVD,Female,0,No,No,10,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Electronic check",36.25,374.00,No,0,"0-12 Months","Medium charge",362.50
2876-VBBBL,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.25,20.25,Yes,1,"0-12 Months","Low charge",20.25
6834-NXDCA,Female,0,No,No,13,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",23.90,300.80,Yes,1,"13-24 Months","Low charge",310.70
2208-UGTGR,Male,0,No,No,56,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,No,"Electronic check",98.60,5581.05,No,0,"49+ Months","High charge",5521.60
3005-TYFRD,Female,0,Yes,No,55,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",103.65,5676.65,No,0,"49+ Months","High charge",5700.75
8670-MEFCP,Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",92.90,3379.25,No,0,"25-48 Months","High charge",3344.40
3079-BCHLN,Male,0,Yes,No,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.90,942.95,No,0,"25-48 Months","Low charge",935.30
7777-UNYHB,Female,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",20.10,232.40,No,0,"0-12 Months","Low charge",241.20
5597-GLBUC,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",85.45,85.45,Yes,1,"0-12 Months","High charge",85.45
7278-CKDNC,Male,1,No,No,24,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",80.50,2088.45,No,0,"13-24 Months","High charge",1932.00
2748-MYRVK,Female,0,No,No,63,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",99.90,6137.00,Yes,1,"49+ Months","High charge",6293.70
8450-UYIBU,Female,1,No,No,35,No,"No phone service",DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",39.85,1434.60,No,0,"25-48 Months","Medium charge",1394.75
2969-VAPYH,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Credit card (automatic)",60.50,3870.00,No,0,"49+ Months","Medium charge",4053.50
4822-YCXMX,Male,0,No,No,25,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.80,2043.45,Yes,1,"25-48 Months","High charge",2120.00
7181-OQCUT,Male,0,No,No,21,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",103.85,2215.00,No,0,"13-24 Months","High charge",2180.85
8474-UMLNT,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,"Bank transfer (automatic)",67.80,842.25,No,0,"13-24 Months","Medium charge",881.40
9821-POOTN,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.20,2576.20,Yes,1,"25-48 Months","High charge",2632.00
3836-FZSDJ,Male,1,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.85,1901.00,No,0,"49+ Months","Low charge",1764.35
9142-XMYJH,Female,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",19.35,601.60,No,0,"25-48 Months","Low charge",561.15
6559-ILWKJ,Male,0,Yes,No,71,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,"Two year",No,"Electronic check",49.35,3515.25,Yes,1,"49+ Months","Medium charge",3503.85
0187-QSXOE,Male,1,Yes,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.00,605.45,No,0,"0-12 Months","High charge",623.00
7733-UDMTP,Female,1,No,No,57,No,"No phone service",DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",55.00,3094.05,No,0,"49+ Months","Medium charge",3135.00
2649-HWLYB,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",76.15,4929.55,No,0,"49+ Months","High charge",4949.75
5214-CHIWJ,Male,0,No,No,27,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.30,595.05,No,0,"25-48 Months","Low charge",548.10
4229-CZMLL,Male,0,No,No,6,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.90,469.80,Yes,1,"0-12 Months","High charge",449.40
6904-JLBGY,Female,1,No,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",117.35,8436.25,No,0,"49+ Months","High charge",8449.20
2465-BLLEU,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.75,19.75,No,0,"0-12 Months","Low charge",19.75
1685-VAYJF,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",45.20,492.00,No,0,"0-12 Months","Medium charge",497.20
8874-EJNSR,Male,0,Yes,Yes,39,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.20,987.95,No,0,"25-48 Months","Low charge",982.80
6917-YACBP,Female,1,No,No,59,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",89.75,5496.90,No,0,"49+ Months","High charge",5295.25
5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",75.00,1908.35,No,0,"25-48 Months","High charge",1950.00
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",49.95,107.10,No,0,"0-12 Months","Medium charge",99.90
0769-MURVM,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",65.70,4575.35,No,0,"49+ Months","Medium charge",4730.40
9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Credit card (automatic)",67.05,4309.55,No,0,"49+ Months","Medium charge",4358.25
7030-FZTFM,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",110.90,7922.75,No,0,"49+ Months","High charge",7984.80
9741-YLNTD,Male,0,No,No,6,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",87.95,522.35,No,0,"0-12 Months","High charge",527.70
5917-RYRMG,Male,1,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.80,587.70,No,0,"25-48 Months","Low charge",633.60
5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",75.70,3876.20,No,0,"49+ Months","High charge",3785.00
1194-BHJYC,Male,0,Yes,No,61,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Mailed check",62.15,3778.85,No,0,"49+ Months","Medium charge",3791.15
3663-MITLP,Female,0,No,No,15,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.25,1457.25,Yes,1,"13-24 Months","High charge",1518.75
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",115.15,8349.45,No,0,"49+ Months","High charge",8290.80
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",18.95,185.60,Yes,1,"0-12 Months","Low charge",170.55
1905-OEILC,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.50,19.50,No,0,"0-12 Months","Low charge",19.50
7858-GTZSP,Female,0,No,No,12,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",86.55,1066.90,No,0,"0-12 Months","High charge",1038.60
3285-UCQVC,Female,0,No,No,37,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Credit card (automatic)",28.60,973.55,Yes,1,"25-48 Months","Low charge",1058.20
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.40,1226.45,No,0,"49+ Months","Low charge",1244.40
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.80,342.30,No,0,"13-24 Months","Low charge",356.40
3470-BTGQO,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.65,985.05,No,0,"13-24 Months","Medium charge",958.65
1209-VFFOC,Male,0,Yes,Yes,68,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Mailed check",56.40,3948.45,No,0,"49+ Months","Medium charge",3835.20
8224-DWCKX,Male,1,No,No,12,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.30,828.05,No,0,"0-12 Months","High charge",879.60
5482-PLVPE,Female,1,No,No,2,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",24.35,41.85,Yes,1,"0-12 Months","Low charge",48.70
4553-DVPZG,Female,0,Yes,No,62,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.35,6164.70,No,0,"49+ Months","High charge",6283.70
4902-OHLSK,Female,1,No,No,29,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,No,"Electronic check",98.65,2862.75,Yes,1,"25-48 Months","High charge",2860.85
6917-IAYHD,Male,0,No,Yes,1,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",33.60,33.60,No,0,"0-12 Months","Low charge",33.60
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.90,343.95,Yes,1,"0-12 Months","High charge",399.50
8620-RJPZN,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.70,20.70,No,0,"0-12 Months","Low charge",20.70
7572-KPVKK,Male,0,No,Yes,62,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",104.05,6590.50,No,0,"49+ Months","High charge",6451.10
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.25,717.95,No,0,"25-48 Months","Low charge",729.00
2357-COQEK,Female,1,No,No,28,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",103.30,2890.65,Yes,1,"25-48 Months","High charge",2892.40
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"One year",No,"Credit card (automatic)",73.70,4885.85,No,0,"49+ Months","High charge",5085.30
3737-GCSPV,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",96.20,1222.05,Yes,1,"0-12 Months","High charge",1058.20
2027-WKXMW,Female,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",108.75,6871.70,No,0,"49+ Months","High charge",6851.25
